"Area","Region_name","Year","Obesity","Geo_zones","Overweight","Overweight_minor_age","Population","More_65","Foreign_perc","Foreign_ue_perc","More_65_alone","AtLeast_1stGr_2ndry_school_perc","More_university_perc","unemployment_perc","mortality_cancer_digestive_perc","mortality_cancer_stomach_perc","mortality_diabetes_perc","mortality_mental_disorders_perc","mortality_blood_perc","mortality_heart_perc","mortality_digestive_perc","mortality_liver_perc","mortality_suicide_simil_perc","Cigarettes_perc","Complete_breakfast_perc","Daily_cheese_perc","Daily_vegetables_perc","Dinner_principal_meal_perc","Red_meat_more_weekly_perc","Fish_more_weekly_perc","No_sport_perc","Regular_sport_perc","Geo_zones_Weekly_alcol_perc","Geo_zones_beer05more_daily_perc","Geo_zones_wine05more_daily_perc","bad_wealth_perc","life_exp","life_exp_good_wealth","life_exp_no_limitations","drug_consumption_perc","Avg_annual_wage","Smoking_perc","Adequate_nutrition_perc","Alcohol_cons_perc","Life_satisfaction_perc","Sex","Ageing_index","Mean_family_components","wedding_perc","health_vs_gdp_expend_perc","family_health_vs_gdp_expend_perc","Urban_green","Medical_specialists_perc","Early_childhood_services_perc","Municipal_waste_generated","Separate_collection_municipal_waste_perc","Air_quality_PM2.5_perc"
18,"Calabria",2019,11.99,"Sud",47.57,28.83,932833,20.08,5.69,35.37,17.34,82.22,10.7,20.19,10.32,1.98,5,1.97,37.88,11.05,4.02,1.52,0.8,12.82,68.84,22.81,36.11,15.52,62.41,66.23,44.42,25,8.45,1.52,3.67,6.69,80.31,50.91,61.73,38.81,15963.7,21.8,10.7,20.8,40.3,"Male",166.48,2.44,3.8,13.79,3.24,32.6,26.8,3.1,403,47.9,80
18,"Calabria",2020,12.13,"Sud",45.16,35.96,917859,20.74,5.69,36.45,18.09,82.65,11.04,18.69,9.61,1.63,5.44,2.22,36.84,11.24,3.78,1.37,0.59,12.81,71.68,19.24,30.93,15.72,68.12,70.27,45.58,22.52,8.89,1.9,3.68,7.2,79.87,57.47,62.07,33.1,14579,22.9,11.3,24.8,49.6,"Male",171.39,2.41,1.6,14.84,3.25,33,27,2.8,385,51.5,40
18,"Calabria",2021,15.11,"Sud",43.61,41.67,908237,21.28,5.12,29.95,20.5,NA,NA,16.52,9.05,1.72,5.94,2.18,37.76,11.51,4.02,1.45,0.67,12.37,70.28,24.22,41.5,16.75,60.94,67.17,45.43,20.13,7.05,1.2,3.04,5.95,79,55.26,62.99,36.02,NA,21.4,14.4,19.3,50.1,"Male",175.9,2.35,4.3,NA,NA,33.3,28.4,4.5,408,53.1,50
18,"Calabria",2022,13.54,"Sud",44.44,34.82,906354,21.64,5.18,30.36,18.67,NA,NA,13.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.52,74.02,24.42,40.34,15.02,71.18,72.85,54.31,20.44,7.74,1.42,2.81,5.72,79,53.22,64.81,34.95,NA,23.9,13.3,20.8,46.7,"Male",181.11,2.36,3.8,NA,NA,NA,29.3,NA,NA,NA,NA
19,"Sicilia",2010,11.33,"Isole",48.47,35.34,2443706,16.43,2.49,2.83,15.46,77.63,8.75,13.26,9.76,1.41,5.45,1.74,40.2,13.41,3.7,1.74,0.94,16.36,68.69,21.54,35.45,19.97,74.69,61.21,51.61,19.34,8.71,2.1,3.12,7.2,78.77,57.38,62.02,30.81,17610,30.9,13.4,17.7,42.6,"Male",121.67,2.59,4.4,12.09,2.14,NA,NA,5.5,517,9.4,90
19,"Sicilia",2011,11.01,"Isole",49.89,39.77,2449639,16.66,2.8,2.57,15.16,78.44,8.62,12.76,9.95,1.53,5.4,1.96,41.4,13.88,3.82,1.76,1.02,14.98,72.71,22.89,35.27,21.74,72.94,59.32,49.26,18.46,8.49,1.91,3.12,7.3,78.57,57.92,63.54,29.76,17334.6,31,13.1,18.1,46.5,"Male",124.64,2.57,4.1,12.14,2.25,14.1,33.4,5.4,510,11.2,88.9
19,"Sicilia",2012,11.65,"Isole",48.8,37.28,2449415,16.99,2.51,28.08,17.53,78.99,9.2,17.2,9.81,1.45,5.5,2.08,41.44,13.82,3.53,1.4,1.1,15.22,73.27,21.92,39.18,18.71,75.68,59.52,48.37,17.47,8.82,1.49,3.48,6.14,78.82,58.43,63.93,31.27,17364.4,32.2,12.4,19.8,30.4,"Male",128.15,2.55,4.2,12.12,2.32,14.3,30.4,5.5,480,13.2,78.6
19,"Sicilia",2013,11.65,"Isole",48.54,33.43,2445678,17.36,2.77,28.87,16.3,75.61,9.9,19.9,9.46,1.48,4.97,1.98,39.13,13.03,3.48,1.4,0.97,15.18,72.52,22.13,39.2,23.07,73.62,62.68,52.76,16.11,8.17,1.44,2.58,6.2,79.04,57.75,64.85,28.79,17651.1,28.9,15.8,16.7,30.1,"Male",131.85,2.53,4,12.16,2.27,14.4,31,5,471,13.1,63
19,"Sicilia",2014,12.73,"Isole",45.6,35.33,2441587,17.72,3.26,28.52,14.63,80.28,9.64,21.05,9.39,1.43,4.65,1.94,37.36,12.06,3.45,1.36,0.94,13.83,73.86,19.4,36.05,19.95,73.34,59.57,54.28,19.98,9.98,1.86,2.57,6.67,79.51,57.23,65.52,30.94,17727.3,25.2,12.2,16.5,27.3,"Male",135.79,2.53,3.8,12.61,2.38,14.5,30.7,4.6,465,12.5,92.3
19,"Sicilia",2015,9.49,"Isole",48.96,26.88,2435554,18.03,3.59,1.87,13.97,80.98,9.53,20.69,9.26,1.46,4.83,2.16,39.51,12.42,3.5,1.32,0.9,13.86,75.51,19.77,42.41,17.28,72.94,65.68,50.63,22.62,8.93,1.06,2.36,6.54,79.37,57.19,63.16,31.4,17735.6,25.5,14.1,15.7,31.3,"Male",139.59,2.52,4.1,12.47,2.45,14.5,29.9,4.8,469,12.8,68.4
19,"Sicilia",2016,12.08,"Isole",47.19,30.32,2425498,18.34,3.89,26.42,14.88,81.84,9.42,21,9.77,1.39,5.09,2.35,38.98,12.17,3.5,1.26,0.78,12.79,73.07,18.25,38.72,19.75,73.64,61.55,51.25,19.65,9.91,1.08,2.41,7.26,79.83,59.52,64.34,33.46,18166.9,26,13.2,14.1,37,"Male",143.58,2.51,4.2,12.48,2.41,14.6,30.9,5.2,472,15.4,65
19,"Sicilia",2017,14.05,"Isole",48.37,34.04,2411272,18.63,4.05,26.3,15.93,82.65,9.91,20.37,10.27,1.55,5.51,2.95,42.22,12.41,3.58,1.24,0.78,14.78,73.26,22.93,39.23,17.46,72.49,59.58,50.29,20.67,8.45,1.37,1.88,7.86,79.53,55.93,62.18,36.01,17972.6,27,13.7,16.9,33.7,"Male",147.57,2.51,4,12.46,2.43,14.7,31.4,5.3,464,21.7,42.9
19,"Sicilia",2018,13.06,"Isole",45.98,34.81,2395262,18.92,4.14,26.66,17.12,83.26,10.19,19.78,9.66,1.27,5.07,2.77,37.73,11.41,3.47,1.27,0.7,13.32,74.68,21.47,39.69,20.52,68.94,64.97,48.84,21.29,9.78,1.81,1.58,7.12,79.91,56.85,65.71,33.96,17900.5,25.5,13.1,14.5,39,"Male",151.6,2.48,4.2,12.79,2.45,14.8,31.3,5.7,465,29.5,69.6
19,"Sicilia",2019,14.95,"Isole",44.68,24.09,2379298,19.32,4.08,26.39,18.09,83.35,10.19,18.47,9.89,1.41,5.11,2.92,38.37,11.2,3.94,1.29,0.88,13.14,74.36,20.06,38.81,17.96,70.28,68.07,49.06,22.96,9.1,1.2,2.14,6.94,80.18,56.69,61.87,38.19,17858.3,24.1,11.7,16.3,42.4,"Male",156.62,2.45,3.9,12.81,2.48,15,31.8,5.8,457,38.5,68.2
19,"Sicilia",2020,13.41,"Isole",48.71,33.67,2358851,19.88,4.21,26.38,17.3,84.08,10.61,16.33,9.62,1.32,5.88,2.81,35.25,10.87,3.67,1.17,0.77,13.79,75.24,20.37,36.31,18.18,68.45,64.5,50.81,22.51,8.94,2.27,2.74,6.39,79.41,59.6,62.42,32.79,16448.5,25.6,11.8,14.2,40.3,"Male",161.4,2.46,2,14.21,2.51,15.2,32.2,5.1,443,42.3,50
19,"Sicilia",2021,17.18,"Isole",43.36,35.93,2350266,20.32,4.19,21.83,16.51,NA,NA,17.25,9.15,1.22,6.07,2.96,36.17,11.19,3.67,1.15,0.81,12.61,75.76,21.41,34.83,20.5,73.34,68.03,46.77,19.77,8.23,2.02,2.25,5.37,78.72,60.24,62.89,33.68,NA,24.2,12.1,12.9,44.5,"Male",165.44,2.46,4.2,NA,NA,15.4,33.7,5.9,460,46.9,66
19,"Sicilia",2022,13.65,"Isole",44.84,43.57,2349585,20.58,4.18,21.67,16.84,NA,NA,15.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.95,73.26,18.5,34.81,19.22,72.43,65.57,54.19,21.57,8.27,1.74,1.92,7.65,78.72,58.84,62.03,34.26,NA,27,10.7,13.2,46.4,"Male",169.75,2.42,3.8,NA,NA,NA,34.9,NA,NA,NA,NA
20,"Sardegna",2010,10.54,"Isole",45.52,19.32,810169,17.13,1.82,11.26,16.18,79.59,8.09,13.59,12.23,1.51,2.64,2.13,31.7,11.71,4.93,1.99,1.44,13.92,73.69,34.05,42,16.62,71.85,54.49,35.34,26.44,8.71,2.1,3.12,8.67,78.93,53.58,61.79,38.84,17938.4,25.3,19.3,37.5,43.8,"Male",157.84,2.54,3.7,12.07,2.22,NA,NA,17,499,44.9,75.9
20,"Sardegna",2011,11.89,"Isole",43.52,27.78,810364,17.57,2.53,10.28,16.8,80.04,8.66,12.78,11.71,1.29,2.9,2.31,32.73,11.73,4.74,1.81,1.74,14.06,71.79,32.34,42.32,18.33,73.91,56.13,29.96,26.34,8.49,1.91,3.12,7.6,78.9,57.36,62.1,35.11,18091.2,25.7,22.2,34,45.1,"Male",162.19,2.48,3.4,12.1,2.35,34,37.1,12.7,480,47.1,65.8
20,"Sardegna",2012,10.19,"Isole",43.46,23.26,809970,18.04,1.65,30.99,17,80.78,8.94,15.15,11.82,1.34,2.6,2.66,31.62,11.11,4.58,1.57,1.77,14.28,73.17,30.74,38.85,16.37,71.31,52.34,39.62,22.66,8.82,1.49,3.48,7.69,79.06,55.34,61.48,35.04,18117.9,22.9,15.2,33.7,38,"Male",166.88,2.45,3.4,12.41,2.44,34.1,34.4,12.9,456,48.5,60.5
20,"Sardegna",2013,11.54,"Isole",40.67,30.77,809489,18.55,1.89,30.45,20.29,77.97,10.6,17.86,11.43,1.37,2.46,2.26,29.49,10.15,4.44,1.42,1.82,13.3,75.54,29.24,39.33,16.99,73.06,53.24,32.96,27.42,8.17,1.44,2.58,8.81,79.25,55.91,61.88,38.2,18227.9,26,13.2,30.3,37.5,"Male",172.24,2.41,3.2,12.47,2.38,34.1,35.5,10.7,443,50.9,48.7
20,"Sardegna",2014,10.33,"Isole",39.23,18.89,808179,19.08,2.27,31.31,21.39,81.16,8.58,18.39,10.58,1.17,2.24,2.94,27.78,9.28,4.76,1.72,1.69,12.77,71.7,27.59,48.1,21.3,66.46,50.65,35.59,25.31,9.98,1.86,2.57,8.75,79.71,56.31,61.8,39.28,18370.7,23.6,16.6,29.7,36.8,"Male",178.38,2.35,2.9,12.7,2.5,34.2,35.9,10.7,439,53,50
20,"Sardegna",2015,11.32,"Isole",40.83,27.38,806187,19.61,2.45,7.57,17.86,82.52,9.56,16.7,10.79,1.27,2.8,2.98,29.05,9,4.28,1.43,1.49,12.85,73.55,30.3,45.59,18.36,69.23,51.55,36.1,27.55,8.93,1.06,2.36,7.06,79.78,56.9,64.19,38.98,18290.1,25.8,17.3,32,35.6,"Male",185.05,2.33,2.9,12.32,2.56,34.5,35.7,10.4,437,56.4,52.5
20,"Sardegna",2016,10.09,"Isole",42.58,25.58,804023,20.11,2.68,29.27,14.61,83.52,10.11,16.85,12.22,1.25,2.88,3.61,28.84,9.66,4.55,1.46,1.42,12.9,77.45,26.63,45.53,18.24,65.22,55.66,31.2,29.07,9.91,1.08,2.41,10,80.16,56.61,61.76,40.29,18731.5,22.3,19,32.8,39,"Male",192.18,2.34,3.1,12.53,2.58,34.6,36.8,11.3,447,60.2,42.5
20,"Sardegna",2017,12.18,"Isole",38.15,21.18,627424,20.14,2.91,27.91,15.57,84.18,10.4,16.94,11.54,1.34,3.02,3.67,30.63,9.56,4.36,1.28,1.63,13.07,74.77,28.21,47.03,16.7,66.5,52.47,30.39,25.98,8.45,1.37,1.88,7.27,80.35,57.12,61.95,38.73,18259.6,22.8,23.6,28.9,42.2,"Male",192.4,2.34,2.9,12.12,2.62,34.7,37.2,10.9,443,63.1,45
20,"Sardegna",2018,10.82,"Isole",40.32,25.56,799361,21.09,3.27,25.47,20.56,84.5,10.01,15.63,14.31,1.27,3.14,4.91,36.8,11.47,6.14,2.03,1.74,12.81,74.2,29.85,47.48,16.71,56.69,51.26,31.94,27.65,9.78,1.81,1.58,7.32,80.67,59.03,62.77,42.22,18259,26.1,22,29.5,44.3,"Male",207.68,2.27,2.9,12.02,2.6,34.8,36.6,11.7,461,67,57.6
20,"Sardegna",2019,8.05,"Isole",43.32,22.09,794524,21.69,3.17,25.31,21.37,85.47,11.09,14.41,15.05,1.61,3.53,5.29,35.95,11.02,6.5,2.04,1.92,12.73,73.02,24.08,43.15,20.16,60.69,57.42,29.92,31.33,9.1,1.2,2.14,8.33,80.41,55.22,62.31,39.56,18380.7,23.6,15.3,28.7,45.6,"Male",217.23,2.23,2.8,12.03,2.61,35.1,36.7,13,456,73.3,37.5
20,"Sardegna",2020,11.49,"Isole",44.72,25.29,784903,21.9,3.21,25.79,20.15,85.52,11.06,13.3,14.02,1.27,4.13,5.65,35.07,11.01,5.34,1.81,1.91,12.02,72.67,27.08,41.16,14.51,61.04,50.14,29.66,30.83,8.94,2.27,2.74,5.8,79.76,61.29,64.02,34.83,17425.2,22.3,17.3,30,47.2,"Male",218.41,2.24,1.5,13.27,2.7,35.4,36.3,14.2,445,74.5,30.3
20,"Sardegna",2021,11.18,"Isole",42.89,25.88,778390,23.11,2.99,23.75,20.7,NA,NA,13.34,11.52,1.35,3.24,4.01,27.03,8.61,4.58,1.39,1.57,11.34,73.41,26.77,42.62,16.15,65.13,59.18,28.68,26.23,8.23,2.02,2.25,6.26,79.76,59.6,61.23,38.36,NA,25.2,15.9,25,51.8,"Male",236.59,2.24,2.4,NA,NA,35.8,38,19.5,470,74.9,6.1
20,"Sardegna",2022,11.59,"Isole",40.75,24.32,776458,23.57,2.91,23.27,17.4,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.57,70.78,23.98,41.79,19.39,59.73,50.6,35.29,31.56,8.27,1.74,1.92,7.39,79.76,59.08,61.39,40.8,NA,21.7,16.7,27.9,53,"Male",247.18,2.23,2.7,NA,NA,NA,39.5,NA,NA,NA,NA
1,"Piemonte",2010,8.44,"Nord Ovest",26.2,17.54,2277497,25.78,8.49,3.68,38.15,73.66,10.54,8.29,6.11,0.85,2.02,2.41,25.69,5.67,2.64,0.6,0.36,10.61,79.79,30.65,67.33,28.65,68.77,54.08,35.72,19.72,3.53,0.35,1.05,7.01,84.38,57.58,66.52,45.57,17279.5,17.6,29.4,14.5,46.1,"Female",178.55,2.25,3.2,8.68,1.92,NA,NA,15.4,511,50.7,95.8
1,"Piemonte",2011,8.86,"Nord Ovest",24.67,21.3,2282132,25.96,9.14,3.46,38.4,74.6,10.77,8.51,6.12,0.86,1.99,2.58,24.11,5.52,2.55,0.52,0.41,10.38,83.28,31.09,65.48,30.49,69.2,53.06,35.72,21.12,3.32,0.21,1.2,6.87,84.41,59.28,67.71,42.78,17496.3,18.6,28,14.9,48.6,"Female",179.52,2.25,3,8.49,1.99,24.9,26.8,15,489,51.4,96.2
1,"Piemonte",2012,9.18,"Nord Ovest",27.22,18.06,2285634,26.27,8.56,40.35,38.37,75.35,11.88,10.48,6.33,0.73,1.91,2.74,24.78,5.74,2.59,0.52,0.43,10.73,82.39,28.58,63.68,28.17,68.94,52.58,34.08,20.49,2.93,0.19,0.82,7.24,84.38,57.83,67.33,46.28,17702.9,17.5,28.2,9.8,41,"Female",181.83,2.27,3.2,8.79,2.14,24.8,25.6,13.2,459,53.3,92.6
1,"Piemonte",2013,7.6,"Nord Ovest",26.25,25.34,2285922,26.6,9.06,40.95,40.57,84.03,11.04,11.04,5.91,0.79,1.89,2.7,23.52,5.28,2.6,0.49,0.37,10.14,83.51,30.37,67.38,29.43,64.69,51.83,41.23,15.26,2.87,0.24,1.03,7.66,84.57,56.68,66.22,45.82,18162.1,16.3,27.5,10.8,35.2,"Female",184.76,2.26,2.9,8.64,2.21,24.8,26,13.5,453,54.6,97.1
1,"Piemonte",2014,8.39,"Nord Ovest",24.64,16.59,2279748,26.98,9.9,41.66,40.54,77.37,12.41,12.08,5.78,0.64,1.76,2.55,22.87,5.14,2.29,0.45,0.36,10.49,81.35,30.26,63.91,28.44,57.37,53.45,35.04,19.58,3.24,0.18,0.85,7.19,84.95,58.15,67.22,46.59,18419.2,17.3,27.2,11.5,38.9,"Female",188.52,2.24,2.8,8.79,2.32,24.9,26.1,12.4,465,54.3,94.7
1,"Piemonte",2015,8.5,"Nord Ovest",24.42,21.33,2269041,27.3,9.98,2.91,40.44,78.33,12.87,10.5,5.94,0.79,1.87,3.17,24.01,5.21,2.37,0.37,0.37,10.45,82.79,29.49,66.25,31.07,59.37,55.65,32.58,20.78,3.37,0.24,0.8,6.42,84.49,57.75,65.64,48.87,18483.4,16.3,29.4,10.9,37.7,"Female",192.39,2.25,3,8.69,2.4,25.2,25.7,12.2,467,55.1,94.7
1,"Piemonte",2016,8.64,"Nord Ovest",23.37,22.62,2257342,27.57,9.93,42.59,40.69,79.24,13.18,9.96,6.43,0.75,1.86,3.25,24.72,5.04,2.63,0.57,0.32,9.83,84.88,27.75,65.48,24.15,59.93,56.82,36.33,22.2,4.15,0.19,0.75,7.65,84.91,59.16,67.35,48.69,18760.7,16.7,25.6,11,42.9,"Female",196.23,2.24,3.1,8.54,2.35,25.3,26.6,12.4,472,56.6,92.5
1,"Piemonte",2017,8.92,"Nord Ovest",24.34,16.96,2245145,27.82,9.8,43.2,40.23,80,14.44,10.22,6.11,0.76,2.08,3.57,25.17,5.05,2.61,0.49,0.35,10.32,83.01,26.75,62.11,27.25,57.67,53.48,37.96,21.53,3.46,0.21,0.97,8.8,84.7,57.04,65.7,48.34,18530.4,17.9,26.7,10.4,40.8,"Female",200.2,2.2,2.9,8.32,2.36,25.6,27,13.6,473,59.3,94.9
1,"Piemonte",2018,9.83,"Nord Ovest",27.82,18.3,2231990,28.04,9.89,43.22,42.11,80.7,15.33,9.05,5.82,0.69,1.95,3.56,24.02,4.59,2.63,0.5,0.38,9.14,82.2,28.14,64.87,26.48,53.42,54.21,31.25,23.62,3.82,0.23,0.67,8.05,84.91,57.5,64.53,51.81,18742.9,17.6,26.2,11.8,43.1,"Female",204.57,2.18,3,8.34,2.37,25.8,27.2,13.8,498,61.3,94.4
1,"Piemonte",2019,9.61,"Nord Ovest",25.46,17.97,2220850,28.28,9.61,42.74,42.2,81.72,14.98,9.24,5.86,0.69,1.95,3.59,23.35,4.65,2.45,0.48,0.29,10.44,83.02,27.83,61.39,24.33,57.73,55.53,31.71,23.24,4.75,0.31,0.89,6.49,85.2,57.06,66.23,50.58,18899.6,16.1,26,11.9,47.7,"Female",209.65,2.19,2.8,8.49,2.38,26,27.6,14.6,496,63.2,88.6
1,"Piemonte",2020,10.24,"Nord Ovest",26.78,19.55,2205852,28.49,9.76,42.22,40.8,81.78,15.33,8.76,5.7,0.65,2.44,4.11,25.01,4.86,2.39,0.41,0.24,9.74,84.26,25.35,61,24.01,58.27,55.64,35.88,22.75,3.7,0.25,0.59,7.58,83.89,59.03,65.01,46.88,17680,16.5,31.5,11,42.5,"Female",213.58,2.17,1.7,9.38,2.4,26.3,27.5,13.1,484,64.3,94.3
1,"Piemonte",2021,9.2,"Nord Ovest",24.79,17.13,2189025,28.66,9.82,40.68,42.11,NA,NA,8.75,5.78,0.66,2.02,3.61,22.31,4.28,2.46,0.31,0.31,9.47,85.3,27.04,62.67,25.28,60.12,62.03,32.27,21.26,3.35,0.22,0.87,6.92,84.79,59.33,65.91,47.09,NA,18,27.7,12.9,44.1,"Female",217.3,2.16,2.8,NA,NA,26.7,28.5,14.8,500,65.8,87.5
1,"Piemonte",2022,9.25,"Nord Ovest",27.6,18.98,2180543,28.84,9.63,40.54,43,NA,NA,7.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.67,84.37,24.08,61.83,25.39,58.26,58.57,34.48,24.92,4.12,0.32,1.21,7.63,84.79,59.68,65.55,47.16,NA,15.3,25.4,12,46.8,"Female",222.63,2.15,3,NA,NA,NA,29.6,NA,NA,NA,NA
2,"Valle d'Aosta",2010,6.76,"Nord Ovest",29.48,14.29,64943,23.73,6.8,7.64,44.87,74.18,8.66,5.16,5.61,0.54,1.87,2.77,22.21,5.13,3.08,0.8,0.21,10.23,85.06,45.86,65.75,15.26,76.51,55.81,39.68,22.22,3.53,0.35,1.05,6.71,84.43,59.74,63.25,41.67,14400.7,16.3,23.7,20.7,54.6,"Female",150.42,2.22,3.2,8.21,2.46,NA,NA,27.1,629,40.1,100
2,"Valle d'Aosta",2011,7.1,"Nord Ovest",25.62,12.5,65146,23.9,7.33,7.14,47.05,74.83,9.36,5.3,6.39,1.38,1.73,3.97,20.53,6.28,2.09,0.71,0.65,11.3,81.41,37.71,58.39,23.35,71.62,53.99,38.1,20.63,3.32,0.21,1.2,6.81,84.95,57.95,66.34,42.91,14532.9,14.3,26.6,18.5,52.7,"Female",151.36,2.19,3.2,8.29,2.6,18.7,26.4,21.2,616,41.9,100
2,"Valle d'Aosta",2012,6.93,"Nord Ovest",25.72,16.67,65418,24.07,7.3,36.56,48.94,76.74,11.53,6.95,5.49,1.68,1.85,4.16,22.56,6.62,2.92,0.64,0.21,11.06,78.18,36.24,59.97,19.33,76.25,56.03,35.48,19.35,2.93,0.19,0.82,5.61,84.27,61.86,65.45,45.14,14732.8,11.6,22.8,15,44.1,"Female",153.14,2.16,3.2,8.03,2.4,18.8,26.8,20.4,600,44.8,100
2,"Valle d'Aosta",2013,9.89,"Nord Ovest",25.2,28.57,65702,24.28,7.85,38.58,49.79,82.82,10.69,8.15,5.12,1.12,0.99,4.17,18.72,4.68,2.09,0.55,1.27,10.38,82.36,30.62,60.27,16.24,69.71,52.27,35.94,21.88,2.87,0.24,1.03,6.37,84.55,57.95,65.93,42.77,15259.6,14,21.4,15.8,45.7,"Female",155.98,2.14,3.1,8.3,2.5,18.6,27.3,22.2,567,44.8,100
2,"Valle d'Aosta",2014,8.28,"Nord Ovest",25.58,25,65742,24.69,8.04,40.41,45.97,78.42,12.38,8.42,5.42,0.37,1.71,4.44,18.72,5.25,2.41,0.2,0.14,11.63,82.02,30.6,66.38,21.11,63.72,50.5,35.94,23.44,3.24,0.18,0.85,7.56,84.55,58.49,66.28,44.94,15439.8,15,20.4,14.4,46.5,"Female",159.96,2.12,2.9,8.01,2.45,18.6,27.1,24.6,565,42.9,100
2,"Valle d'Aosta",2015,8.81,"Nord Ovest",25.73,14.29,65676,24.91,7.91,6.33,45.3,79.03,12.71,8.09,6.94,0.85,1.73,4.63,21.65,5.13,3.23,0.27,0.63,9.82,83.43,34.21,64.05,20.42,65.98,56.33,26.56,23.44,3.37,0.24,0.8,10.79,83.62,58.76,63.24,50.38,15414.1,16.2,20.6,14.3,46.4,"Female",161.95,2.1,3,7.91,2.62,18.7,27.1,24.7,568,47.8,100
2,"Valle d'Aosta",2016,11.3,"Nord Ovest",25.07,16.67,64981,25.33,7.54,43.08,43.19,80.21,13.52,8.51,6.8,0.98,1.82,5.77,22.63,4.3,2.27,0.68,0.26,10.49,83.23,34.74,63.96,20.17,53.85,51.72,34.92,25.4,4.15,0.19,0.75,6.24,84.5,59.5,65.7,51.1,15494.8,16.8,21.8,17.2,43.9,"Female",169.04,2.05,3.1,8.05,2.66,18.8,28.3,22.6,573,55.6,100
2,"Valle d'Aosta",2017,8.25,"Nord Ovest",25.17,16.67,64640,25.62,7.29,44.37,45.08,81.93,15.68,7.68,7.22,1.06,1.36,8.14,22.97,5.27,2.8,0.2,0.16,11.61,83,32.82,57.28,16.75,64.84,59.23,34.92,20.63,3.46,0.21,0.97,5.72,84.3,58.11,68.58,47.14,14943.8,15.8,20.9,12.6,45.4,"Female",173.58,1.96,2.8,7.86,2.69,18.8,28.2,27.3,583,61.1,100
2,"Valle d'Aosta",2018,8.15,"Nord Ovest",28.01,14.29,64322,25.89,7.09,46.04,45.68,82.81,16.26,7.31,6.48,0.85,1.06,7.32,22.75,5.01,2.58,0.31,0.96,10.46,86.34,40.92,59.78,16.41,58.74,55.65,32.26,22.58,3.82,0.23,0.67,8.63,84.79,58.01,63.87,48.11,15062.3,15.5,33,18.2,49.1,"Female",178.73,1.91,3.4,7.84,2.67,18.8,26.5,27.8,596,62.3,100
2,"Valle d'Aosta",2019,9.46,"Nord Ovest",26.48,28.57,64048,26.24,7,45.21,42.15,83.46,16.11,7.24,5.44,0.99,1.68,6.25,21.92,3.86,2.98,0.49,0.49,9.51,88.97,30.92,59.71,18.07,58.8,58.09,25.81,30.65,4.75,0.31,0.89,5.69,85.58,60.19,67.38,50.52,15071.7,14.9,27,15.2,53.7,"Female",185.02,2,3.4,8.03,2.71,18.9,27.6,27.7,605,64.5,33.3
2,"Valle d'Aosta",2020,11.02,"Nord Ovest",28,0,63645,26.54,7.14,44.74,43.44,83.59,16.12,5.47,4.49,0.74,1.94,6.02,23.99,4.63,2.09,0.67,0.22,9.33,84.91,33.95,58.02,15.03,64.43,54.66,25.81,29.03,3.7,0.25,0.59,4.71,83.47,64,67.51,45.98,13803,13.4,23.3,13.9,49.3,"Female",190.34,2.09,1.9,9.41,2.76,19.1,27.6,20.7,609,64.5,100
2,"Valle d'Aosta",2021,11.78,"Nord Ovest",25.99,14.29,63162,26.75,7.28,43.75,45.53,NA,NA,7.47,5.88,0.81,1.71,6,23.4,3.62,2.42,0.4,0.41,11.37,85.49,34.5,63.41,17.83,56.02,55.89,24.19,29.03,3.35,0.22,0.87,6.44,84.32,63.77,64.41,48.37,NA,16.3,22.6,14.9,51.6,"Female",195.82,2.08,3.1,NA,NA,19.3,28.2,24.9,600,64,75
2,"Valle d'Aosta",2022,10.64,"Nord Ovest",21.63,14.29,62862,27,7.05,42.02,44.81,NA,NA,6.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.72,86.89,29.46,54.29,20.02,58.94,58.3,22.58,30.65,4.12,0.32,1.21,7.14,84.32,59.42,64.87,51.08,NA,16.2,16.5,14.1,49.4,"Female",202.65,2.11,3.4,NA,NA,NA,28.2,NA,NA,NA,NA
3,"Lombardia",2010,9.91,"Nord Ovest",22.26,20.73,4988856,23.18,9.48,4.44,37.4,75.44,12.6,6.5,7.01,1.19,1.66,2.01,23.08,6.98,2.62,0.73,0.27,10.13,83.73,33.22,59.34,27.4,64.22,56.29,33.67,21.65,3.53,0.35,1.05,5.89,84.7,56.32,66.54,46.6,19257.5,17.5,24.8,13.4,48.1,"Female",142.84,2.39,3,6.61,1.56,NA,NA,18.9,511,48.5,100
3,"Lombardia",2011,8.06,"Nord Ovest",22.95,22.3,5026132,23.34,10.47,4.07,36.46,76.36,12.49,6.62,6.75,1.15,1.56,2.1,22.57,6.9,2.4,0.59,0.26,10.62,82.35,30.36,58.8,26.96,62.64,57.37,33.79,22.22,3.32,0.21,1.2,5.18,84.94,58.34,66.41,46.76,19580.9,18.9,24,12.5,47.5,"Female",143.99,2.36,2.8,6.66,1.67,27.4,28.2,17.6,493,49.9,100
