"Area","Region_name","Year","Obesity","Geo_zones","Overweight","Overweight_minor_age","Population","More_65","Foreign_perc","Foreign_ue_perc","More_65_alone","AtLeast_1stGr_2ndry_school_perc","More_university_perc","unemployment_perc","mortality_cancer_digestive_perc","mortality_cancer_stomach_perc","mortality_diabetes_perc","mortality_mental_disorders_perc","mortality_blood_perc","mortality_heart_perc","mortality_digestive_perc","mortality_liver_perc","mortality_suicide_simil_perc","Cigarettes_perc","Complete_breakfast_perc","Daily_cheese_perc","Daily_vegetables_perc","Dinner_principal_meal_perc","Red_meat_more_weekly_perc","Fish_more_weekly_perc","No_sport_perc","Regular_sport_perc","Geo_zones_Weekly_alcol_perc","Geo_zones_beer05more_daily_perc","Geo_zones_wine05more_daily_perc","bad_wealth_perc","life_exp","life_exp_good_wealth","life_exp_no_limitations","drug_consumption_perc","Avg_annual_wage","Smoking_perc","Adequate_nutrition_perc","Alcohol_cons_perc","Life_satisfaction_perc","Sex","Ageing_index","Mean_family_components","wedding_perc","health_vs_gdp_expend_perc","family_health_vs_gdp_expend_perc","Urban_green","Medical_specialists_perc","Early_childhood_services_perc","Municipal_waste_generated","Separate_collection_municipal_waste_perc","Air_quality_PM2.5_perc"
3,"Lombardia",2012,9.44,"Nord Ovest",25.23,23.48,5055759,23.64,9.8,19.23,40,76.25,14.75,8.38,6.93,1.12,1.64,2.17,22.56,6.82,2.41,0.56,0.29,10.89,83.52,28.71,59.91,29.28,61.65,55.35,36.38,21.81,2.93,0.19,0.82,6.88,84.87,57.13,65.5,47.96,19796,18.9,23.6,12.8,40.1,"Female",146.3,2.32,2.9,6.63,1.68,27.3,26.8,16.8,470,51.8,100
3,"Lombardia",2013,9.29,"Nord Ovest",22.93,17.93,5079899,23.94,10.41,19.92,41.8,85.19,12.69,8.68,6.49,1.08,1.53,2.09,21,6.05,2.17,0.47,0.31,9.74,82.32,27.4,59.42,27.7,59.56,57.91,38.33,20,2.87,0.24,1.03,6.65,85.12,59.54,66.17,46.78,20145.4,16.3,22.5,9.8,39.1,"Female",148.65,2.33,2.7,6.87,1.76,27.2,27.4,17,464,53.3,100
3,"Lombardia",2014,8.49,"Nord Ovest",25.87,17.81,5096213,24.27,11.23,20.78,38.61,78.84,13.98,8.76,6.26,0.97,1.37,2,19.93,5.6,2.19,0.5,0.32,9.61,84.1,28.44,59.45,24.67,59.18,57.02,33.74,23.78,3.24,0.18,0.85,6.55,85.54,58.13,65.36,49.05,20351.8,15.7,21.2,9.7,40.8,"Female",151.74,2.35,2.6,6.91,1.74,27.1,27.5,15.5,467,56.3,100
3,"Lombardia",2015,7.64,"Nord Ovest",23.32,14.37,5135924,24.48,11.5,3.18,37.46,79.74,14.99,8.74,6.32,1.01,1.48,2.48,21.46,5.79,2.14,0.42,0.26,9.16,85.61,25.43,60.12,26.54,55.22,56.41,35.65,23.94,3.37,0.24,0.8,6.43,85.08,58.12,66.76,45.83,20355.3,15.5,24,10.8,40.1,"Female",154.07,2.36,2.7,6.88,1.81,27.3,27,15,465,58.7,100
3,"Lombardia",2016,9.34,"Nord Ovest",24.6,13.49,5101001,24.8,11.54,21.42,39.81,80.51,15.23,8.62,6.68,1.02,1.6,2.64,21.36,5.68,2.25,0.45,0.27,8.86,84.46,27.46,59.16,25.69,52.65,58.58,35.53,24.69,4.15,0.19,0.75,6.38,85.55,59.54,65.31,46.65,20927.6,17,24.9,12.1,47,"Female",158.33,2.35,2.8,6.74,1.78,27.4,28.1,15.6,480,68.1,100
3,"Lombardia",2017,8.66,"Nord Ovest",26.72,17.48,5102655,25.02,11.43,22.02,40.96,81.18,16.6,7.67,6.6,1.04,1.59,3.04,22.25,5.5,2.29,0.42,0.27,9.64,84.82,24.71,61.21,27.12,55.68,60.43,33.72,25.7,3.46,0.21,0.97,6.66,85.51,59.06,65.38,49.17,20825,16.5,25.1,11.3,46.3,"Female",161.57,2.3,2.6,6.78,1.81,27.4,28.5,16.7,470,69.6,98.5
3,"Lombardia",2018,7.96,"Nord Ovest",24.31,13.22,5106063,25.2,11.54,22.37,42.18,82.11,16.99,7.1,6.55,1.11,1.48,3.08,20.96,5.08,2.24,0.41,0.28,8.5,85.91,24.58,57.64,25.66,53.79,62.04,30.73,25.93,3.82,0.23,0.67,6.33,85.66,58,66.12,48.02,21176.3,16,25.5,10.9,46.7,"Female",164.84,2.27,2.7,6.83,1.82,27.4,28.4,16.9,481,70.7,100
3,"Lombardia",2019,9.12,"Nord Ovest",24.87,16.81,5111930,25.38,11.23,22.46,42.24,83.02,17.26,6.75,6.5,1.03,1.46,3.26,20.66,4.89,2.08,0.41,0.26,9.13,84.47,22.65,56.02,23.27,53.36,59.66,27.93,27.14,4.75,0.31,0.89,5.9,85.9,58.65,66.41,47.72,21525.1,14.4,22.2,10.6,45.9,"Female",168.75,2.27,2.6,6.74,1.8,27.3,28.8,17.1,483,72,97
3,"Lombardia",2020,9.72,"Nord Ovest",26.68,16.44,5100668,25.49,11.52,22.45,39.42,84.06,17.7,5.87,6.25,0.96,2,3.82,22.56,5.2,2.21,0.38,0.28,9.17,84.2,23.34,54.52,23.02,52.52,57.61,30.01,27.9,3.7,0.25,0.59,5.77,84.01,59.69,66.47,46.69,20450.6,17.6,23.1,11.2,47.1,"Female",171.63,2.29,1.5,7.3,1.81,27.5,28.7,15.5,468,73.3,97
3,"Lombardia",2021,9.88,"Nord Ovest",23.33,23.29,5073792,25.63,11.85,21.59,39.47,NA,NA,6.55,5.9,0.94,1.65,2.82,19.58,4.59,2.26,0.37,0.29,9.84,84.13,22.82,55.8,24.72,53.28,61.06,25.44,23.99,3.35,0.22,0.87,5.67,85.4,59.92,65.26,44.74,NA,16.2,21.4,9.8,45.8,"Female",174.7,2.3,2.5,NA,NA,28,30.1,16.6,480,73,97.1
3,"Lombardia",2022,9.44,"Nord Ovest",24.54,9.24,5068733,25.82,11.53,21.6,39.29,NA,NA,6.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.51,82.82,23.66,52.6,27.1,53.84,59.58,29.55,24.76,4.12,0.32,1.21,5.25,85.4,60.15,66.42,47.68,NA,17.7,21,10.5,49.3,"Female",179.55,2.3,2.8,NA,NA,NA,31.7,NA,NA,NA,NA
4,"Trentino-Alto Adige",2010,7.31,"Nord Est",24.86,18.46,523465,21.28,8.39,10.93,39.72,78.06,10.46,4.17,6.61,1.07,1.33,1.9,22.42,7.87,2.16,0.63,0.15,9.94,84.51,44.17,64.71,17.25,46.32,38.31,14.2,26.6,4.23,0.26,0.62,4.12,85.37,65.19,67.15,40.92,15169.5,17.4,22.2,15.4,63.6,"Female",116.46,2.43,3.4,7.07,1.63,NA,NA,19.6,496,57.9,90.9
4,"Trentino-Alto Adige",2011,5.92,"Nord Est",23.4,17.65,527477,21.43,8.97,10.36,40.8,79.23,10.71,4.39,6.39,1.03,1.1,2.13,21.3,7.19,1.91,0.31,0.28,10.82,83.02,39.81,64.92,11.73,45.71,42.56,16.6,27.08,4.11,0.23,0.93,4.42,85.66,64.6,66.82,40.19,15441.9,14.1,23.7,12.7,60.3,"Female",118.17,2.4,3.6,7.1,1.73,327.1,22.7,17.3,504,60.5,90.9
4,"Trentino-Alto Adige",2012,7.02,"Nord Est",23.58,9.23,531111,21.71,8.7,31.47,40.01,77.28,12.92,5.81,6.31,0.7,1.21,2.54,22.8,7.42,2.14,0.69,0.47,9.98,85.88,41.27,66.3,10.75,43.42,41.54,15.88,28.82,4.7,0.06,0.75,4.89,85.5,64.77,65.99,38.28,15668.4,16.3,23.8,15.1,53.7,"Female",120.94,2.4,3.7,7.04,1.63,325.3,21.2,18,485,62.3,92.9
4,"Trentino-Alto Adige",2013,7.08,"Nord Est",24.89,11.94,534567,21.91,9.15,32.21,38.14,85.75,11.01,6.41,5.72,0.82,1.2,2.48,20.47,6.36,2.2,0.4,0.44,9.1,82.55,39.58,63.11,9.44,42.59,39.06,15.86,25.92,4.11,0.13,0.87,2.62,85.7,65.94,65.62,37.47,16190.6,14.4,21.5,13.3,51.4,"Female",123.61,2.43,3.3,6.84,1.55,322.6,22,19.4,472,64.6,92.9
4,"Trentino-Alto Adige",2014,7.42,"Nord Est",24.11,16.18,537155,22.13,9.56,33.86,38.75,81.97,13.23,6.16,5.88,0.89,1.23,2.35,20.28,6.19,2.29,0.51,0.47,8.53,84.61,34.09,63.86,10.53,42.61,40.44,19.08,31.6,4.84,0.14,0.76,4.28,85.83,66.11,66.51,42.36,16294.4,14.8,20.9,14.2,54.2,"Female",126.44,2.41,3.4,6.76,1.59,320.6,22.5,18.8,470,67,92.9
4,"Trentino-Alto Adige",2015,8.32,"Nord Est",21.43,15.15,538792,22.35,9.57,9.38,41.69,82.62,14.04,5.73,5.41,0.92,1.18,2.37,21.7,6.5,1.97,0.48,0.37,9.51,85.79,36,62.97,9.99,41.98,40.88,14.09,28.38,5.1,0.05,0.96,3.03,85.74,68.05,64.29,39.56,16418.3,14.8,22.1,10.9,57.1,"Female",129.35,2.35,3.5,6.75,1.67,321.3,21.9,20.1,462,67.4,91.7
4,"Trentino-Alto Adige",2016,8.24,"Nord Est",20.64,10.94,540171,22.58,9.48,34.75,39.55,83.74,14.01,5.52,6.06,0.96,1.18,2.91,21.5,5.98,2.5,0.46,0.35,9.31,85.27,33.88,64.76,10.74,38.47,41.36,18.02,31.01,4.54,0.22,0.97,4.84,86.08,66.65,66.01,38.84,16611.2,13.2,25.9,14.7,59.5,"Female",132.26,2.36,3.5,6.66,1.63,320.2,23.1,20.9,481,70.5,91.7
4,"Trentino-Alto Adige",2017,6.83,"Nord Est",23.96,7.46,541742,22.78,9.22,36.21,35.32,84.14,14.66,4.78,6.1,0.97,1.37,3.39,22.02,6.4,2.17,0.53,0.36,8.73,88.05,34.3,64.19,12.11,44.86,44.54,16.47,31.01,5.5,0.02,0.74,3.81,86.2,67.29,66.27,36.86,16283.1,12.5,24.3,10.2,61.7,"Female",135.02,2.39,3.4,6.66,1.64,318.7,24.1,22.2,487,71.6,91.7
4,"Trentino-Alto Adige",2018,7.7,"Nord Est",23.28,8.7,543692,22.98,9.28,36.39,38.09,84.47,15.68,4.19,5.93,0.83,1.25,3.5,21.45,5.95,1.91,0.32,0.41,9.09,86.21,35.05,66,14.3,41.75,43.17,16.35,35.96,5.58,0.16,0.77,3.75,86.13,67.95,65.81,41.13,16516.9,15.7,23.9,12.7,61,"Female",137.72,2.36,3.6,6.62,1.62,317.1,24.1,23.5,507,72.5,91.7
4,"Trentino-Alto Adige",2019,7.3,"Nord Est",21.86,11.76,545659,23.18,9.25,36.07,41.17,83.64,17.14,4.65,5.53,0.72,1.53,3.37,20.23,5.04,2.03,0.4,0.37,8.35,85.6,34.78,60.89,12.71,41.79,43.35,13.24,34.55,5.32,0.17,0.75,3.11,86.45,66.15,66.83,42.49,16840.2,14.3,24,12.8,61.3,"Female",140.74,2.37,3.4,6.36,1.56,315.4,24.4,23.2,508,73.1,83.3
4,"Trentino-Alto Adige",2020,8.11,"Nord Est",24.7,17.83,545715,23.26,9.39,35.55,39.53,86.33,16.38,5.16,6.26,0.9,1.68,3.94,20.71,4.97,1.98,0.22,0.43,9.53,86.06,35.42,59.67,14.11,38.41,42.29,18.41,33.4,5.69,0.35,0.87,3.19,85.18,66.47,64.99,40,15696.4,14.1,24,11.1,61.8,"Female",143.14,2.36,2.4,7.35,1.56,316.2,24.7,24.5,475,73.1,91.7
4,"Trentino-Alto Adige",2021,8.51,"Nord Est",24.84,14.49,543986,23.39,9.97,37.89,40.12,NA,NA,4.97,6.27,0.83,1.37,3.19,19.54,4.6,2.3,0.36,0.43,9.44,85.06,34.24,62.76,16.35,39.63,47.49,13.93,35.5,5.15,0.27,0.77,4.25,85.89,66.25,65.43,38.49,NA,14.8,22.8,11.9,59.8,"Female",145.42,2.34,3.2,NA,NA,319.2,25.5,25.9,505,72.6,100
4,"Trentino-Alto Adige",2022,8.17,"Nord Est",24.36,13.85,543910,23.69,9.31,35.83,43.16,NA,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.03,81.34,32.38,61.42,17.73,40.74,46.02,17.3,34.41,7.57,0.16,0.7,4.78,85.89,65.74,65.22,40.51,NA,14.5,22.8,12.9,60.3,"Female",148.88,2.31,3.6,NA,NA,NA,26.8,NA,NA,NA,NA
5,"Veneto",2010,9.12,"Nord Est",26.79,21.53,2497455,22.84,9.4,2.74,35.64,72.2,10.6,7.41,6.2,0.85,1.85,2.8,22.99,7.13,2.66,0.65,0.29,10.54,84.23,32.33,63.51,19.69,64.18,50.7,24.11,24.74,4.23,0.26,0.62,6.22,85.14,57.69,64.49,45.66,15745.6,16.6,23,15,47.4,"Female",140.56,2.49,3.4,8.08,2.19,NA,NA,12.5,494,58.7,96.8
5,"Veneto",2011,9.84,"Nord Est",24.26,19.47,2506623,23.06,10.11,2.56,34.12,73.44,10.91,6.26,6.36,0.85,1.76,2.61,22.55,7.09,2.35,0.5,0.36,10.74,85.19,29.13,64.55,20.54,62.88,51.81,25.81,25.52,4.11,0.23,0.93,6.83,85.12,56.95,62.3,46.66,15977.9,14.5,24,12.7,45.8,"Female",142.57,2.46,3.1,7.96,2.31,31.7,24.2,13.1,472,61.2,97.5
5,"Veneto",2012,8.99,"Nord Est",25.73,19.31,2512571,23.42,9.53,25.99,33.74,79.99,13.02,7.69,5.76,0.85,1.83,2.98,23.01,7.08,2.52,0.49,0.3,8.85,87.04,27.1,62.97,20.88,60.46,52.41,25.91,24.56,4.7,0.06,0.75,6.99,85.12,57.21,65,46.39,16204,16.5,22.7,11.1,40.5,"Female",145.83,2.46,3.2,7.91,2.23,31.9,22.9,10.4,452,62.6,100
5,"Veneto",2013,8.67,"Nord Est",27.44,21.22,2516491,23.74,10.06,27.17,34.93,84.68,10.54,9.55,5.95,0.78,1.8,2.92,21.39,6.08,2.38,0.51,0.35,8.86,86.24,27.65,61.85,21.83,57.73,51.67,26.13,23.76,4.11,0.13,0.87,6.82,85.29,57.67,64.58,48.13,16609.2,15.6,22.3,10.5,39.9,"Female",149.13,2.46,3,7.73,2.12,32.2,23.5,10.8,451,64.6,100
5,"Veneto",2014,10.69,"Nord Est",25.78,24.06,2516515,24.09,10.6,29.05,34.38,76.11,12.71,9.84,5.57,0.74,1.58,2.88,20.48,5.66,2.24,0.44,0.35,9.17,85.63,26.14,64.38,19.73,56.54,46.08,30.12,21.74,4.84,0.14,0.76,7.19,85.66,57.51,65,47.69,16887.5,13.1,23.5,9.8,39.7,"Female",153.19,2.47,2.9,7.78,2.2,32.4,23.9,10,457,67.6,96.8
5,"Veneto",2015,7.85,"Nord Est",25.52,17.5,2739556,24.5,10.63,2.24,35.38,77.17,13.43,8.83,5.57,0.74,1.78,3.44,22.07,5.87,2.26,0.49,0.23,7.79,84.73,25.86,63.59,19.65,54.88,51.31,29.5,24.96,5.1,0.05,0.96,5.7,85.27,58.97,66.86,46.01,17033.9,14.1,23.5,11.8,41.3,"Female",158.16,2.46,3,7.88,2.29,32.7,23.7,10,447,68.8,100
5,"Veneto",2016,9.07,"Nord Est",25.48,18.35,2505136,24.72,10.47,30.74,33.78,77.52,13.6,8.29,5.86,0.73,1.89,4.17,23.03,5.91,2.53,0.46,0.25,8.66,87.63,24.18,63.01,21.93,53.51,55.65,28.88,26.18,4.54,0.22,0.97,6.72,85.71,57.1,65.22,50.21,17348,12.4,25.6,10.4,44,"Female",162.08,2.45,3.1,7.67,2.2,32.8,24.8,10.5,489,72.9,97
5,"Veneto",2017,7.83,"Nord Est",26.07,20.45,2499609,24.98,10.25,31.96,32.36,78.33,14.98,7.93,6.06,0.85,1.82,4.31,23.02,5.91,2.52,0.49,0.24,7.86,85.99,24.53,60.65,19.63,55.22,52.45,27.64,25.34,5.5,0.02,0.74,6.66,85.64,58.86,64.92,45.56,17112.9,13.9,22.4,10.4,41.6,"Female",166.37,2.43,2.9,7.6,2.21,32.9,25.3,11.3,478,73.7,100
5,"Veneto",2018,9.78,"Nord Est",27.06,18.47,2495164,25.22,10.28,32.68,33.74,79.54,15.49,7.78,6.16,0.74,1.75,4.36,21.61,5.32,2.43,0.42,0.31,8.52,87.23,22.02,60.91,20.08,52.87,56.25,25.43,25.93,5.58,0.16,0.77,5.88,85.83,59.02,64.99,47.3,17368.3,13.3,21.9,11.9,46,"Female",170.78,2.38,3,7.54,2.21,32.9,25.2,11.9,484,73.8,97
5,"Veneto",2019,10.12,"Nord Est",24.76,23.75,2491554,25.49,10.04,32.98,34.81,85.74,15.78,7.35,5.55,0.74,1.54,4.39,21.33,4.86,2.34,0.41,0.28,9.08,84.25,20.77,59.53,18.15,55.6,56.59,24.91,28.09,5.32,0.17,0.75,6.01,86.09,59.17,66.55,47.59,17691.7,14.5,23.2,11.1,40.4,"Female",176.12,2.4,2.8,7.51,2.2,32.9,25.4,12.3,492,74.7,100
5,"Veneto",2020,10.06,"Nord Est",27.52,15.15,2484041,25.75,10.2,33.28,36.11,81.19,16.26,7.53,5.61,0.7,1.99,4.36,21.45,5.21,2.37,0.41,0.28,7.94,86.94,23.91,61.57,16.7,52.62,56.43,23.75,26.14,5.69,0.35,0.87,4.35,85.21,62,66.18,44.78,16387.6,14.1,22.3,11.8,48.1,"Female",181.24,2.4,1.7,8.48,2.23,33.2,25.7,11.4,476,76.1,100
5,"Veneto",2021,12.25,"Nord Est",25.71,22.66,2472834,26,10.51,32.79,36.37,NA,NA,6.2,5.37,0.65,1.94,3.67,20.03,4.8,2.33,0.37,0.33,8.52,89.87,22.07,61.9,21.25,52.74,62.11,26.24,22.6,5.15,0.27,0.77,6.61,85.59,59.66,64.71,46.71,NA,12.2,21.1,9.1,47.7,"Female",186.16,2.39,2.7,NA,NA,33.8,27.1,13,487,76.2,100
5,"Veneto",2022,9.89,"Nord Est",25.92,17.46,2466901,26.28,10.24,32.92,34.89,NA,NA,5.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.77,86.65,22.66,56.64,21.18,55.46,55.64,29.53,27.66,7.57,0.16,0.7,5.33,85.59,59.78,66.92,45.75,NA,12.9,18.6,10.9,45.3,"Female",192.04,2.38,3,NA,NA,NA,28.9,NA,NA,NA,NA
6,"Friuli-Venezia Giulia",2010,9.03,"Nord Est",29.79,23.21,633022,26.7,7.86,4.19,38.5,74.97,10.73,6.58,6.73,1.11,1.52,2.16,23.76,8.11,3.18,0.73,0.4,9.32,84.69,31.76,68.97,19.54,60.64,50.11,31.16,21.86,4.23,0.26,0.62,8.1,84.72,58.4,66.51,47.54,15984.7,17.5,28.4,15.2,45.7,"Female",187.04,2.28,3.1,10.18,3.15,NA,NA,20.2,497,49.5,100
6,"Friuli-Venezia Giulia",2011,9.39,"Nord Est",28.53,15.87,632793,26.9,8.38,3.96,39.88,75.61,10.5,6.47,6.87,1.12,1.55,2.5,22.28,7.73,2.91,0.61,0.33,10.63,85.1,36.55,69,18.84,57.81,50.79,31.6,21.99,4.11,0.23,0.93,6.81,84.65,60.6,64.78,47.25,16238.5,18.6,28.9,13.8,49.7,"Female",188.47,2.25,2.8,10.3,3.33,64.2,28.4,20.9,471,53.6,100
6,"Friuli-Venezia Giulia",2012,9.41,"Nord Est",25.2,21.31,632759,27.3,8.09,28.89,44.13,74.78,11.26,8.09,6.78,1.06,1.68,2.29,22.66,7.61,2.71,0.53,0.44,9.64,80.36,32.84,65.12,20.56,59.81,48.82,33.93,21.1,4.7,0.06,0.75,8.08,84.73,62.13,66.93,45.32,16492,18.4,27,10.8,39.8,"Female",191.48,2.21,3.1,10.28,3.07,64.2,27.4,15.5,451,57.5,95.8
6,"Friuli-Venezia Giulia",2013,7.92,"Nord Est",28.28,21.88,632714,27.63,8.5,30.06,43.45,86.8,12.07,9.21,6.69,0.96,1.42,2.71,21.64,7.15,2.7,0.53,0.46,10.31,85.38,28.23,65.7,23.5,56.97,46.26,32.1,23.71,4.11,0.13,0.87,7.15,84.69,58.57,65.19,48.52,16920.1,16.9,25.7,11.4,41.4,"Female",194.4,2.22,2.8,9.93,2.9,64.2,28.8,19.9,447,59.1,100
6,"Friuli-Venezia Giulia",2014,9.68,"Nord Est",26.21,19.67,631390,27.97,8.92,34.16,39.21,78.1,12.73,8.88,6.07,0.69,1.32,2.27,20.91,7.09,2.33,0.52,0.53,10.23,86.86,30.23,66.66,21.27,54.25,49.93,30.37,21.97,4.84,0.14,0.76,9.34,85.13,58.15,63.33,48.39,17131,19.9,21.5,12,42.3,"Female",198.13,2.25,2.8,9.81,3.04,64.3,29,21.9,453,60.4,91.3
6,"Friuli-Venezia Giulia",2015,8.72,"Nord Est",24.15,18.57,628766,28.29,8.96,3.54,38.45,78.67,13.25,9.66,6.2,0.83,1.48,2.36,22.71,7.09,2.62,0.48,0.44,9.23,85.59,31.65,65.84,20.28,60.05,55.04,32.9,24.76,5.1,0.05,0.96,6.7,85.03,58.46,66.79,49.27,17192.6,16.7,25.1,12.9,45.4,"Female",202.55,2.23,2.9,10.13,3.14,64.5,28.8,20.3,462,62.9,92.6
6,"Friuli-Venezia Giulia",2016,9.41,"Nord Est",25.44,13.56,626198,28.57,8.84,35.75,37.16,79.61,13.36,9.47,6.46,0.87,1.25,2.84,23.06,6.82,2.49,0.51,0.33,9.89,84.13,24.44,67.93,22.4,45.11,55.12,27.91,23.48,4.54,0.22,0.97,6.42,85.43,59.26,67.19,45.05,17420,17.7,24,14.8,44.6,"Female",207.27,2.23,2.9,10.07,3.11,64.6,29.9,22.2,480,67.1,88
6,"Friuli-Venezia Giulia",2017,9.57,"Nord Est",26.88,22.41,624077,28.81,8.83,36.56,41.93,80.86,16.03,8.12,6.3,0.91,1.51,3.02,23.73,6.61,2.4,0.34,0.38,9.15,84.28,29.46,68.27,21.57,54.39,50.99,32.07,23.64,5.5,0.02,0.74,9.46,85.45,59.72,64.67,48.66,17134.7,14.4,28.5,11.4,42,"Female",211.67,2.18,2.7,10.19,3.15,64.6,30.5,24.6,487,65.5,92.3
6,"Friuli-Venezia Giulia",2018,10.87,"Nord Est",24.74,20.31,622680,29.03,8.93,37.14,45.88,82.11,16.36,8.12,6.56,0.91,1.56,3.01,22.64,6.39,2.59,0.42,0.46,9.97,85.84,25.67,65.34,21.81,48.5,54.61,28.36,23.28,5.58,0.16,0.77,10.39,85.43,58.26,65.56,49.75,17318.5,14.3,25.2,12.5,42.9,"Female",216.02,2.14,2.8,9.86,3.15,64.4,30.6,25.9,492,66.6,89.3
6,"Friuli-Venezia Giulia",2019,11.22,"Nord Est",25.49,18.03,620624,29.26,8.77,37.18,41.24,80.52,15.99,7.93,6.35,1.02,1.48,3.06,22.07,6.16,2.64,0.38,0.29,9.29,86.82,27.48,65.13,20.52,52.76,52.89,28.64,25.99,5.32,0.17,0.75,6.65,85.86,61.61,66.55,48.37,17553.3,14.7,26.2,10.9,45.6,"Female",221.14,2.19,2.7,9.43,3.08,64.5,30.8,28.4,499,67.2,89.3
6,"Friuli-Venezia Giulia",2020,10.43,"Nord Est",25.69,16.3,617573,29.42,9,37.06,38.41,83.93,16.94,7.44,5.83,0.82,1.5,3.16,23.12,6.38,2.49,0.44,0.38,8.55,86.33,26.85,64.39,17.38,49,49.07,29.68,28.52,5.69,0.35,0.87,6.3,85.1,63.97,66.13,44.66,16480.1,13.6,21.5,13.6,46.3,"Female",225.56,2.23,1.7,10.12,3.1,64.9,30.1,26.5,496,68,85.7
6,"Friuli-Venezia Giulia",2021,11.43,"Nord Est",26.06,14.52,613796,29.52,9.47,36.91,39.26,NA,NA,7.43,6.01,0.99,1.52,2.86,21.66,5.37,2.66,0.34,0.34,10.33,85.83,23.81,66.04,18.58,55.84,53.37,28.19,19.9,5.15,0.27,0.77,5.84,84.8,59.33,63.42,49.8,NA,15.9,23.8,10.7,46,"Female",229.42,2.21,2.5,NA,NA,65.4,31.3,30.5,501,67.9,88
6,"Friuli-Venezia Giulia",2022,9.85,"Nord Est",26.96,10.17,611645,29.67,9.38,36.3,39.21,NA,NA,6.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.49,85.81,21.78,63.16,19.47,50.1,55.16,27.67,25.17,7.57,0.16,0.7,7,84.8,58.91,66.87,47.38,NA,17.7,21.2,14.9,44,"Female",234.5,2.17,2.8,NA,NA,NA,33.1,NA,NA,NA,NA
7,"Liguria",2010,8.38,"Nord Ovest",24.21,15.71,838761,30.28,7.12,7.45,43.14,75.51,13.37,7.53,6.05,0.78,2.22,2.17,24.78,6.41,2.72,0.53,0.18,10.84,86.53,25.95,58.53,25.81,65.25,64.78,46.12,17.6,3.53,0.35,1.05,7.3,84.27,60.56,68.16,47.36,15648.2,17.8,24.7,14.4,47,"Female",234.68,2.11,3.3,8.88,1.77,NA,NA,16.6,623,25.6,93.8
7,"Liguria",2011,8.05,"Nord Ovest",25.08,18.31,838160,30.36,7.96,6.86,41.44,76.05,13.79,7.16,6.39,0.78,2.02,2.33,24.67,6.97,2.5,0.51,0.16,10.8,86.67,25.23,55.28,29.89,67.54,63.25,47.88,16.97,3.32,0.21,1.2,8.12,84.25,60.15,67.33,45.28,15714.1,17,19.7,12.9,51.4,"Female",235.17,2.12,3.2,8.62,1.81,17.4,35,17.1,604,28.6,100
7,"Liguria",2012,5.48,"Nord Ovest",24.06,13.89,836007,30.65,7.49,22.46,42.09,76.61,12.9,10.21,5.94,0.71,2.08,2.34,24.34,7.12,2.43,0.54,0.25,11.17,86.54,21.98,55.15,28.82,63.37,58.64,38.47,20.51,2.93,0.19,0.82,6.7,84.4,62.04,66.75,48.94,15906.7,18.4,21.4,12.9,34.1,"Female",237.47,2.08,3.4,8.61,1.91,17.4,33.2,15.6,578,30.9,90.5
7,"Liguria",2013,8.3,"Nord Ovest",24.44,12.66,832505,30.88,7.95,23.06,44.3,84.48,14.36,10.9,6.04,0.57,2.05,2.38,22.96,6.44,2.73,0.49,0.28,11.08,83.06,22.64,52.72,31.03,62.96,56.52,47.32,16.1,2.87,0.24,1.03,7.62,84.5,60.53,67.34,46.5,16332.1,17.6,20.6,12.2,36,"Female",239.57,2.06,3.2,8.71,1.96,17.5,34,15.7,562,31.5,81.8
7,"Liguria",2014,8.86,"Nord Ovest",27.28,21.79,827220,31.14,8.94,23.64,45.18,78.9,15.33,11.68,5.72,0.54,1.82,2.1,22.24,5.87,2.42,0.4,0.24,11.81,85.43,21.25,54.6,26.65,59.43,57.35,41.95,20.24,3.24,0.18,0.85,6.92,84.96,58.49,67.66,50.93,16426.1,16.5,25.1,10.1,41.3,"Female",242.45,2.06,3.1,8.78,2.03,17.6,34.1,14.6,568,34.3,85.7
7,"Liguria",2015,8.9,"Nord Ovest",27.51,18.31,973007,30.27,9.05,5.62,45.19,79.56,15.42,9.49,5.98,0.66,2.21,2.54,22.89,5.6,2.46,0.4,0.15,11.34,87,24.23,56.66,30.4,58.31,58.86,40.87,19.01,3.37,0.24,0.8,9.38,84.6,58.65,65.22,51.42,16458.9,19.8,23.5,11.4,34.3,"Female",229.28,2.05,3.2,8.65,2.11,17.8,33.6,14.8,558,37.8,100
7,"Liguria",2016,9.12,"Nord Ovest",26.08,17.11,814305,31.46,8.93,25.45,43.99,80.02,15.43,11.52,6.16,0.62,1.96,2.73,23.54,6.04,2.58,0.57,0.2,10.88,83.73,21.8,57.08,26.69,50.21,58.23,43.6,20.5,4.15,0.19,0.75,8.04,85.1,58.54,66.19,53.71,16664.2,20.2,21.7,13.2,38.9,"Female",248.96,2.05,3.2,8.52,2.05,17.9,34.8,15.1,544,43.7,91.7
