"Area","Region_name","Year","Obesity","Geo_zones","Obesity_m","Obesity_f","Overweight","Overweight_m","Overweight_f","Overweight_minor_age","Overweight_minor_age_m","Overweight_minor_age_f","Population","Population_m","Population_f","Ageing_index","More_65","More_65_m","More_65_f","Foreign_perc","Foreign_perc_m","Foreign_perc_f","Foreign_ue_perc","Foreign_ue_perc_m","Foreign_ue_perc_f","More_65_alone","More_65_alone_m","More_65_alone_f","Mean_family_components","AtLeast_1stGr_2ndry_school_perc","AtLeast_1stGr_2ndry_school_perc_m","AtLeast_1stGr_2ndry_school_perc_f","More_university_perc","More_university_perc_m","More_university_perc_f","wedding_perc","unemployment_perc","unemployment_perc_m","unemployment_perc_f","mortality_cancer_digestive_perc","mortality_cancer_digestive_perc_m","mortality_cancer_digestive_perc_f","mortality_cancer_stomach_perc","mortality_cancer_stomach_perc_m","mortality_cancer_stomach_perc_f","mortality_diabetes_perc","mortality_diabetes_perc_m","mortality_diabetes_perc_f","mortality_mental_disorders_perc","mortality_mental_disorders_perc_m","mortality_mental_disorders_perc_f","mortality_blood_perc","mortality_blood_perc_m","mortality_blood_perc_f","mortality_heart_perc","mortality_heart_perc_m","mortality_heart_perc_f","mortality_digestive_perc","mortality_digestive_perc_m","mortality_digestive_perc_f","mortality_liver_perc","mortality_liver_perc_m","mortality_liver_perc_f","mortality_suicide_simil_perc","mortality_suicide_simil_perc_m","mortality_suicide_simil_perc_f","Cigarettes_perc","Cigarettes_perc_m","Cigarettes_perc_f","Complete_breakfast_perc","Complete_breakfast_perc_m","Complete_breakfast_perc_f","Daily_cheese_perc","Daily_cheese_perc_m","Daily_cheese_perc_f","Daily_vegetables_perc","Daily_vegetables_perc_m","Daily_vegetables_perc_f","Dinner_principal_meal_perc","Dinner_principal_meal_perc_m","Dinner_principal_meal_perc_f","Red_meat_more_weekly_perc","Red_meat_more_weekly_perc_m","Red_meat_more_weekly_perc_f","Fish_more_weekly_perc","Fish_more_weekly_perc_m","Fish_more_weekly_perc_f","No_sport_perc","No_sport_perc_m","No_sport_perc_f","Regular_sport_perc","Regular_sport_perc_m","Regular_sport_perc_f","Geo_zones_Weekly_alcol_perc","Geo_zones_Weekly_alcol_perc_m","Geo_zones_Weekly_alcol_perc_f","Geo_zones_beer05more_daily_perc","Geo_zones_beer05more_daily_perc_m","Geo_zones_beer05more_daily_perc_f","Geo_zones_wine05more_daily_perc","Geo_zones_wine05more_daily_perc_m","Geo_zones_wine05more_daily_perc_f","bad_wealth_perc","bad_wealth_perc_m","bad_wealth_perc_f","life_exp_m","life_exp_f","life_exp","life_exp_good_wealth_m","life_exp_good_wealth_f","life_exp_good_wealth","life_exp_no_limitations_m","life_exp_no_limitations_f","life_exp_no_limitations","drug_consumption_perc","drug_consumption_perc_m","drug_consumption_perc_f","health_vs_gdp_expend_perc","family_health_vs_gdp_expend_perc","Urban_green","Avg_annual_wage","Avg_annual_wage_m","Avg_annual_wage_f","Medical_specialists_perc","Early_childhood_services_perc","Municipal_waste_generated","Separate_collection_municipal_waste_perc","Smoking_perc","Smoking_perc_m","Smoking_perc_f","Adequate_nutrition_perc","Adequate_nutrition_perc_m","Adequate_nutrition_perc_f","Alcohol_cons_perc","Alcohol_cons_perc_m","Alcohol_cons_perc_f","Air_quality_PM2.5_perc","Life_satisfaction_perc","Life_satisfaction_perc_m","Life_satisfaction_perc_f"
10,"Umbria",2021,10.21,"Centro",12.14,8.46,35.65,41.12,30.72,23.08,26.53,19.05,862132,416452,445681,219.93,26.43,23.99,28.71,10.71,9.98,11.39,33.03,26.02,38.76,27.75,20.08,33.74,2.3,NA,NA,NA,NA,NA,NA,2.4,6.63,5.89,7.53,10.28,8.83,5.63,1.97,1.69,1.05,3.82,2.49,2.15,5.36,2.6,3.24,40.79,28.56,20.54,12.04,10.1,5.21,4.22,3.48,2.1,0.7,0.91,0.25,0.92,1.27,0.43,11.09,11.55,10.48,85.74,84.5,86.87,19.04,20.3,17.89,59.11,54.13,63.69,23.86,25.96,21.94,63.32,65.04,61.75,61.14,60.59,61.65,32.59,29.38,35.52,23.61,30.62,17.19,6,8.05,4.11,0.68,1.09,0.31,2.4,3.63,1.27,7.48,6.01,8.84,80.85,85.39,83.12,62.21,60.12,61.165,63.2,63.3,63.25,45.75,42.04,49.21,NA,NA,100.3,NA,NA,NA,34.7,17.8,517,66.9,21,25.5,16.9,21.2,18.4,23.8,17.8,25.3,10.9,57.1,43.4,46.5,40.5
10,"Umbria",2022,11.62,"Centro",12.68,10.66,35.61,46.8,25.6,29.47,32.69,25.58,857610,414734,442876,226.26,26.66,24.25,28.92,10.4,9.71,11.04,32.24,25.69,37.63,27.47,20.74,32.74,2.32,NA,NA,NA,NA,NA,NA,3,7.15,6.39,8.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.18,11.15,9.05,86.16,84.31,87.89,22.19,20.5,23.76,58.48,53.41,63.19,22.6,27.4,18.14,63.83,66.85,61.02,60.86,58.1,63.44,31.35,27.83,34.63,29.81,36.45,23.62,7.01,9.54,4.67,0.78,1.38,0.23,2.6,4.24,1.08,6.27,5.06,7.37,80.85,85.39,83.12,63.79,61.45,62.62,67.02,64.85,65.935,44.38,41.81,46.77,NA,NA,NA,NA,NA,NA,36.5,NA,NA,NA,24.8,28.2,21.7,23.6,19.6,27.3,16.9,22.8,11.4,NA,49.9,51.1,48.7
11,"Marche",2010,9.99,"Centro",11.74,8.38,36.46,45.37,28.21,24.12,29.55,18.29,1548208,750089,798119,169.37,22.61,19.89,25.18,8.99,8.96,9.02,3.46,3.21,3.7,22.92,11.03,31.84,2.53,75.02,79.77,70.6,11.74,10.65,12.75,3.1,5.66,4.8,6.78,9.94,10.23,5.86,2.2,2.3,1.2,3.19,2.79,1.9,3.1,2.09,1.95,40.74,33.82,23.5,14.43,13.69,7.39,3.78,3.29,2.29,0.83,0.87,0.52,0.71,1.06,0.3,11.64,13.34,9.44,85.32,82.47,88.01,13.83,12.46,15.12,56.6,53.78,59.27,20.13,21.88,18.47,73.37,75.99,70.89,65.37,66.58,64.24,39.33,35.31,43.13,24.35,30.59,18.45,5.67,9.5,2.18,0.67,1.24,0.16,3.51,5.92,1.31,6.83,5.6,7.99,80.39,85.45,82.92,59.13,56.12,57.625,64.37,65.55,64.96,42.38,39.08,45.5,9.29,2.16,NA,17504,20507.1,13814.7,NA,16.9,542,39.2,23.3,26.5,20.3,19.7,19.3,20.1,20.9,31.2,11.3,90.5,40.8,41.7,39.9
11,"Marche",2011,9.6,"Centro",9.41,9.77,38.06,47.68,29.1,26.83,31.71,21.95,1549813,749940,799873,170.54,22.81,20.12,25.32,9.42,9.22,9.61,3.34,3.15,3.52,24.7,11.55,34.59,2.5,75.2,80.33,70.45,11.34,10.78,11.86,3,6.79,5.46,8.46,10.42,10.92,5.96,2.33,2.38,1.3,3.33,2.83,1.87,3.19,1.96,2,40.84,33.01,22.8,15.7,14.01,8.15,3.57,3.15,2.13,0.69,0.89,0.32,0.76,1.19,0.2,11.86,13.46,9.23,83.74,81.6,85.77,16.8,17.38,16.25,58.69,55,62.17,17.63,19.67,15.71,71.01,73.4,68.77,64.37,63.11,65.56,36.3,33.02,39.44,23.72,28.13,19.59,5.78,8.8,3.02,0.61,1.17,0.11,3.33,5.7,1.16,5.69,4.34,6.95,80.47,85.35,82.91,60.49,55.88,58.185,66.35,66.08,66.215,38.76,35.06,42.26,9.25,2.28,27.6,17933,21112.4,14056.5,26.3,17,531,43.9,21.8,27.5,16.4,23.8,21.4,26,17.3,24.3,10.7,90.9,47.1,48.1,46.3
11,"Marche",2012,10.8,"Centro",13.43,8.37,33.77,40.73,27.34,28.74,30.59,26.83,1550839,750037,800803,172.49,23.08,20.42,25.56,8.68,8.25,9.09,23.22,17.81,27.83,27.62,14.75,37.31,2.46,76.88,82.27,71.88,12.46,11.47,13.38,2.9,9.05,7.84,10.59,10.82,11.11,5.99,2.45,2.5,1.27,2.99,2.37,1.72,3.87,2.33,2.36,42.2,33.51,22.49,15.27,13.37,7.4,3.93,3.58,2.08,0.79,1.17,0.23,0.8,1.12,0.44,11.99,12.84,10.97,86.78,82.44,90.81,16.32,16.21,16.41,59.35,53.37,64.89,16.74,20.27,13.47,73.8,74.66,73,63.52,62.92,64.08,35.79,31.92,39.39,23.67,28.36,19.31,5.09,8.41,2.08,0.7,1.33,0.13,2.8,5.02,0.78,6.85,4.2,9.32,80.59,85.31,82.95,62.28,57.73,60.005,65,66.85,65.925,40.04,33.75,45.98,9.1,2.19,27.7,17939,21102.5,14132.6,24.6,16.5,517,50.8,20.7,23,18.6,19.3,16.5,21.8,18,26.8,9.7,100,37.8,39.2,36.6
11,"Marche",2013,9.84,"Centro",11.81,8.01,34.47,43.68,25.93,24.54,30.49,18.52,1550573,749858,800715,175.19,23.35,20.72,25.81,9.02,8.51,9.5,24.15,18.35,29.02,26.17,15.18,34.49,2.49,78.23,78.23,82.87,13.17,13.17,11.86,2.8,10.95,9.67,12.54,10.43,10.24,6.03,2.23,2.44,1.1,2.99,2.39,1.63,3.5,1.95,2.17,41.4,32.18,21.84,15.01,12.68,7.32,3.67,3.15,1.93,0.71,0.96,0.25,0.88,1.37,0.34,11.88,13.22,10.12,83.11,80.47,85.61,13.72,13.02,14.39,54.23,51.19,57.09,14.34,16.9,11.92,68.07,71.06,65.24,61.85,60.84,62.81,35.51,33.88,37.05,23.72,26.69,20.9,6.1,8.97,3.47,0.93,1.5,0.4,2.78,4.78,0.94,7.28,5.59,8.85,80.66,85.46,83.06,59.91,58.18,59.045,65.69,66.61,66.15,40.88,36.86,44.68,9.16,2.21,27.8,18405.3,21536.5,14623.8,25.3,15.7,493,55.5,19.3,22.5,16.3,19.2,16.3,21.9,16,22.3,10.1,100,38.2,37,39.2
11,"Marche",2014,10.63,"Centro",11.04,10.25,36.84,47.17,27.38,24.28,27.47,20.73,1547674,748562,799112,178.55,23.65,21.03,26.11,9.42,8.89,9.92,25.27,19.39,30.22,22.5,10.62,31.55,2.5,78.48,83.45,73.89,13.39,11.76,14.89,2.7,10.09,8.66,11.85,9.74,9.6,5.23,2.23,2.15,1.2,2.68,2.17,1.41,3.63,2.22,2,40.34,29.26,21.5,14.1,11.62,6.72,4.07,3.51,2.08,0.73,0.88,0.32,0.94,1.4,0.42,11.44,12.59,10.13,84.06,81.9,86.07,15.05,15.61,14.51,59.44,55.04,63.56,19.54,22.82,16.47,70.25,72.99,67.69,65.83,66.67,65.05,35.67,32.65,38.49,24.17,27.46,21.1,5.65,8.9,2.68,0.64,1.14,0.19,2.73,4.67,0.96,6.92,5.45,8.28,81.04,85.72,83.38,61.51,56.37,58.94,66.26,64.16,65.21,42.7,37.75,47.36,9.05,2.17,27.9,18866,22082.9,14971.2,25.8,16.5,514,57.6,20.3,23,17.8,21.4,20.4,22.4,15,21.4,9.1,61.5,35.8,37.6,34.1
11,"Marche",2015,9.54,"Centro",10.9,8.28,31.46,37.68,25.71,25.3,28.57,21.95,1542156,746156,796000,182.06,23.95,21.35,26.39,9.38,8.79,9.93,2.96,2.81,3.1,24.84,11.39,35.1,2.44,79.45,84.3,74.96,13.52,11.6,15.3,2.8,9.95,9.03,11.12,10.19,9.62,5.62,2.22,2.33,1.1,3.22,2.36,1.79,4.32,2.46,2.45,44.63,31.53,23.33,15.08,12.34,6.92,4.11,3.59,2.06,0.74,0.87,0.35,0.9,1.4,0.31,11.06,12.22,9.49,84.38,83.54,85.17,14.18,14.45,13.92,58.45,53.94,62.68,18.38,21.37,15.58,64.11,69.42,59.13,69.2,69.44,68.98,36.45,30.77,41.77,26.49,34.48,19.02,5.78,9.19,2.65,0.71,1.49,0,2.35,4.2,0.66,7.5,6.49,8.42,80.73,85.34,83.035,58.58,59.36,58.97,63.4,63.41,63.405,42.25,38.33,45.95,9.08,2.23,28.3,19030.3,22217.5,15101.1,25.6,15.9,514,57.9,19.7,23.3,16.2,25.5,21.4,29.3,18.9,26.6,11.6,76.9,37.9,41.1,34.9
11,"Marche",2016,9.75,"Centro",10.77,8.81,36.44,45.14,28.46,16.09,21.11,10.71,1535451,743552,791899,185.97,24.24,21.66,26.67,9.13,8.49,9.73,26.44,19.92,31.78,26.39,13.42,36.32,2.4,80.73,85.46,76.36,14.44,12.39,16.34,2.9,10.61,9.75,11.7,10.94,11.23,6.14,2.24,2.27,1.27,3.51,2.68,2.21,4.19,2.58,2.65,41.89,33.07,23.58,14.58,13.3,7.34,4.23,3.8,2.35,0.77,0.89,0.41,0.77,1.14,0.3,10.52,10.91,10,84.94,83.27,86.52,15.92,15.08,16.72,57.31,52.86,61.5,20.64,22.94,18.47,61.94,65.48,58.61,65.41,65.94,64.92,32.84,29.06,36.4,27.57,31.68,23.7,5.99,9.28,2.98,0.57,0.91,0.27,2.39,4.15,0.78,5.94,4.55,7.22,81.08,85.76,83.42,59.33,55.75,57.54,64.2,64.99,64.595,42.71,37.91,47.22,8.97,2.17,28.6,19430.2,22596.8,15457,26.5,16,528,59.6,19.5,23,16.2,18.3,14,22.4,17.4,26.3,9.1,61.5,43.2,46.4,40.2
11,"Marche",2017,12.37,"Centro",12.8,11.96,32.93,38.29,27.98,18.47,22.22,14.47,1529396,741840,787556,189.96,24.49,21.92,26.91,8.87,8.23,9.48,27.62,20.71,33.27,24.34,11.81,33.99,2.4,81.6,85.92,77.6,15.49,13.35,17.47,2.6,10.56,9.07,12.42,10.7,10.96,5.74,2.28,2.45,1.1,3.09,2.49,1.77,5.2,3.08,3.27,43.15,31.85,24.89,14.28,12.24,7.32,4.29,3.74,2.42,0.78,0.94,0.37,0.76,1.1,0.34,11.28,12.42,9.71,86.05,84.54,87.47,15.12,15.94,14.35,56.92,51.9,61.68,17.15,19.67,14.77,67.59,71.86,63.54,67.58,68.37,66.84,31.2,26.83,35.34,25.42,30.98,20.16,6.43,9.53,3.6,0.84,1.41,0.32,3,5.13,1.05,5.98,4.65,7.2,81.16,85.46,83.31,59.94,58.46,59.2,66.17,66.85,66.51,43.18,40.09,46.08,8.89,2.18,28.9,19007.1,22170,15051.4,27.1,15.8,534,63.2,20.8,24.9,17,21.6,17.5,25.5,20.2,27.2,13.5,83.3,40.3,38.3,42.2
11,"Marche",2018,10.99,"Centro",13.08,9.03,34.6,42.7,27.04,20.47,24.71,16.28,1523326,740109,783218,194.55,24.72,22.17,27.13,8.9,8.33,9.44,27.72,20.54,33.7,26.05,15.89,33.91,2.38,82.11,86.17,78.34,14.97,13.13,16.68,2.8,8.07,6.75,9.73,10.18,10.2,5.7,1.98,2.14,0.96,3.09,2.45,1.8,4.96,2.66,3.21,38.99,29.6,21.33,12.88,11.58,6.11,3.83,3.11,2.2,0.6,0.68,0.28,0.73,1,0.34,11.05,12.14,9.76,84.22,83.64,84.77,16.74,17.22,16.28,57.09,52.29,61.65,16.01,19.89,12.32,62.43,66.1,58.95,66.2,66.59,65.84,33.98,30.07,37.7,25.59,30.76,20.68,5.9,8.97,3.08,0.72,1.36,0.13,2.38,4.15,0.74,7.21,6.39,7.97,81.59,85.89,83.74,61.21,59.17,60.19,64.87,65,64.935,44.55,41.15,47.77,8.71,2.12,29.1,19187.8,22331.7,15245.9,27.4,17.2,532,68.6,21,23.5,18.7,20.5,17.1,23.8,18.1,26,10.5,83.3,44.2,46.2,42.3
11,"Marche",2019,11.58,"Centro",10.93,12.19,34.38,42.43,26.84,24.71,27.38,22.09,1516497,737390,779107,200.12,25.03,22.49,27.43,8.6,8.08,9.09,27.59,20.52,33.54,26.75,16.31,34.89,2.39,82.52,86.36,78.95,16.08,14.28,17.74,2.6,8.64,6.94,10.72,10.56,10.36,5.7,2.22,2.49,0.95,3.04,2.46,1.57,5.27,3.27,3.04,40.54,29.85,21.68,12.98,11.09,6.12,4.06,2.96,2.52,0.61,0.62,0.35,0.77,1.1,0.34,11.15,12.05,10.12,84.89,82.04,87.58,19.1,19.86,18.38,60.93,55.57,65.99,18.63,21.35,16.06,63.69,68.85,58.81,69.17,70.09,68.31,32.1,27.52,36.42,27.94,31.26,24.8,6.21,8.96,3.68,0.67,1.25,0.15,2.28,3.94,0.75,7.35,5.08,9.47,81.95,86.1,84.025,60,57.65,58.825,64.26,66.41,65.335,45.01,39.97,49.79,8.88,2.17,29.3,19510.3,22688.3,15518.5,27.9,18.4,525,70.3,17.2,19.5,15,20.3,17,23.5,15.4,21.6,9.7,76.5,43.2,44.5,41.9
11,"Marche",2020,10.26,"Centro",10.9,9.68,35.66,43.35,28.57,25.84,23.66,28.24,1505454,732637,772817,205.28,25.31,22.79,27.71,8.67,8.15,9.17,27.49,20.57,33.32,27.51,16.15,36.38,2.4,82.56,86.67,78.73,16.15,13.96,18.19,1.3,7.37,6.2,8.84,10.03,9.12,5.82,1.93,1.81,1,3.59,2.49,2.08,5.12,2.97,2.97,43.8,31.29,23.39,13.68,11.54,6.33,4.04,3.42,2.18,0.68,0.82,0.33,0.66,0.95,0.26,10.78,11.87,9.45,84.54,82.46,86.49,13.37,12.53,14.17,53.05,49.1,56.75,17.8,20.68,15.11,62.5,65.75,59.45,65.13,64.61,65.61,31.34,27.71,34.74,27.6,32.49,23.03,6.57,9.77,3.63,0.53,0.97,0.13,2.41,4.05,0.91,4.76,4.45,5.05,80.97,85.19,83.08,61.6,61.19,61.395,65.33,67.72,66.525,37.89,34.07,41.5,9.86,2.2,29.6,18109.1,21119.5,14269.8,27.7,18.2,500,71.6,18.3,20.8,15.9,21.9,18,25.5,16.1,22.1,10.4,66.7,47.2,47.6,46.9
11,"Marche",2021,11.59,"Centro",12.61,10.62,33.63,41.34,26.38,28.85,39.47,18.75,1492693,727527,765167,209.99,25.57,23.03,27.98,8.71,8.3,9.11,25.81,18.97,31.74,28.36,18.23,36.3,2.32,NA,NA,NA,NA,NA,NA,2.6,7.12,6.16,8.34,10.2,9.32,5.88,1.8,1.67,0.93,3.36,2.7,1.72,5.19,2.51,3.3,42.7,30.01,22.81,12.41,10.55,5.66,4.43,3.35,2.57,0.64,0.7,0.28,0.63,0.88,0.27,9.61,10.56,8.43,85.05,82.67,87.3,16.51,17.18,15.87,56.77,54.39,59.01,15.45,17.07,13.91,61.76,65.46,58.27,68.6,68.25,68.93,30.53,27.85,33.07,25.55,31.5,19.92,6,8.05,4.11,0.68,1.09,0.31,2.4,3.63,1.27,6.24,5.7,6.75,80.94,85.09,83.015,63.02,57.28,60.15,67.2,65.98,66.59,39.71,35.29,43.9,NA,NA,29.8,NA,NA,NA,29.2,18.5,526,71.6,21.6,24.5,18.8,20.2,18.9,21.6,17.6,22,13.5,53.3,44.4,45.3,43.6
11,"Marche",2022,11.01,"Centro",9.99,11.97,34.03,38.53,29.81,25.32,25,25.64,1485724,725192,760532,215.65,25.8,23.26,28.23,8.5,8.17,8.81,25.41,18.64,31.37,24.17,15.14,31.27,2.37,NA,NA,NA,NA,NA,NA,2.9,6.2,5.16,7.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.41,11.05,9.48,84.98,82.52,87.32,17.82,17.51,18.11,54.15,48.63,59.42,17.67,19.81,15.62,63.98,68.17,59.98,65.5,64.62,66.34,32.14,29.24,34.91,29.38,34.89,24.12,7.01,9.54,4.67,0.78,1.38,0.23,2.6,4.24,1.08,6.7,5.46,7.85,80.94,85.09,83.015,61.51,58.94,60.225,63.03,65.76,64.395,43.28,39.67,46.72,NA,NA,NA,NA,NA,NA,30.4,NA,NA,NA,22.1,27.2,17.2,18.9,16.9,20.8,19.3,26.8,12.2,NA,44.4,46,42.8
12,"Lazio",2010,10.55,"Centro",11.07,10.09,34.92,42.82,27.84,26.96,27.19,26.71,5539536,2654475,2885061,142.8,19.83,17.46,22,8.73,8.5,8.94,5.51,4.4,6.48,31.18,19.82,39.5,2.36,82.76,87.37,78.58,14.72,14.62,14.8,3.3,9.17,8.24,10.42,9.01,10.72,6.27,1.67,2.14,1.05,3.15,3.05,2.43,1.53,1.25,1.29,35.47,36.91,25.95,13.06,15.15,8.61,3.8,4.15,2.7,1.12,1.46,0.67,0.47,0.82,0.15,13.49,14.68,11.8,79.75,76.56,82.69,17.08,16.08,18,57.56,51.89,62.79,28.95,32.12,26.02,74.09,75.98,72.35,62.52,63.51,61.6,40,35.48,44.17,24.01,28.27,20.07,5.67,9.5,2.18,0.67,1.24,0.16,3.51,5.92,1.31,8.31,5.93,10.47,79.15,84.26,81.705,59.37,54.78,57.075,62.49,63.45,62.97,41.07,34.29,47.36,7.63,1.67,NA,21826,24868.5,17632.8,NA,14.9,614,16.5,26.5,32.5,21,20.1,17.2,22.8,18,26.1,10.4,92,36.9,38.9,35.2
12,"Lazio",2011,9.17,"Centro",8.97,9.36,34.01,44.14,24.77,20.83,26,15.67,5584376,2677121,2907256,144.38,20.01,17.65,22.19,9.67,9.46,9.86,5.17,4.15,6.07,29.08,18.28,37.01,2.35,82.93,87.42,78.85,14.87,14.86,14.88,3.2,8.73,8.03,9.66,9.02,10.66,6.15,1.7,2.11,1.1,3.52,3.42,2.66,1.69,1.28,1.45,36.26,36.09,26.28,13.73,15.36,8.88,3.79,3.97,2.69,0.94,1.25,0.53,0.48,0.72,0.24,13.36,15,10.94,83.78,80.89,86.43,18.34,18.33,18.35,59.33,53.64,64.57,31.95,36.57,27.71,74.16,76.43,72.07,65.21,65.29,65.14,44.88,40.01,49.36,22.08,25.84,18.62,5.78,8.8,3.02,0.61,1.17,0.11,3.33,5.7,1.16,6.89,5.18,8.45,78.99,83.76,81.375,58.1,55.67,56.885,63.47,66.23,64.85,39.49,34.54,44.07,7.49,1.75,21.8,22018,25116.1,17784.1,37.1,16.5,594,20.1,27.4,34.2,21.1,17.3,14.5,19.8,18.6,26.8,11.1,93.1,39.3,41.3,37.6
12,"Lazio",2012,9.27,"Centro",9.75,8.83,33.68,44.12,24.19,26.13,29.11,23.03,5642235,2707531,2934705,146.08,20.27,17.91,22.44,7.74,7.45,8.02,44.72,41.76,47.26,28.92,18.75,36.4,2.33,83.13,87.37,79.28,15.46,15.21,15.68,3.5,10.61,9.57,11.94,9.51,10.7,6.55,1.69,1.95,1.12,3.51,3.44,2.5,2.04,1.42,1.68,37.97,35.96,26.9,13.52,14.54,8.53,3.99,3.89,2.91,0.91,1.09,0.57,0.52,0.79,0.24,13.41,14.59,11.58,81.82,80.15,83.37,16.14,16.01,16.25,57.92,53,62.48,33.16,36,30.53,70.74,71.76,69.8,60.92,59.63,62.12,43.77,38.96,48.22,22.15,28.69,16.11,5.09,8.41,2.08,0.7,1.33,0.13,2.8,5.02,0.78,6.24,4.87,7.48,79.07,83.77,81.42,60.26,57.78,59.02,66.89,66.98,66.935,36.76,32.94,40.3,7.52,1.67,21.8,22077,25182.7,17900.1,35.4,17.3,567,22.4,22.9,29.3,16.9,22.1,21.3,22.8,13.3,18.7,8.4,94.4,30.9,31,30.8
12,"Lazio",2013,9.9,"Centro",10,9.81,35.68,45.11,27.14,25.35,31.56,18.59,5701360,2739151,2962209,147.63,20.5,18.15,22.68,8.36,8.15,8.55,43.67,40.11,46.82,31.39,21.46,38.72,2.33,83.82,83.82,87.78,15.89,15.89,15.46,3.1,11.97,10.98,13.24,9.03,10.32,6,1.57,1.92,0.93,3.44,3.31,2.41,1.81,1.34,1.43,35.24,33.67,24.19,12.81,13.75,7.92,3.69,3.76,2.53,0.9,1.1,0.53,0.6,0.95,0.25,12.16,13.14,10.98,80.15,76.63,83.41,15.72,16.57,14.94,59.67,55.39,63.63,30.84,34.38,27.56,73.46,74.42,72.56,63.54,63.33,63.74,43.76,38.3,48.8,23.95,27.65,20.53,6.1,8.97,3.47,0.93,1.5,0.4,2.78,4.78,0.94,5.8,5.6,5.98,79.48,84.19,81.835,57.9,57.26,57.58,64.14,64.44,64.29,39.24,35.75,42.5,7.38,1.6,21.6,22265,25351.4,18176.5,35.5,16.3,554,26.5,23.6,26.6,20.9,21.5,20.6,22.3,14.4,20.5,8.7,91.9,31.6,31.2,31.9
12,"Lazio",2014,8.33,"Centro",9.15,7.57,34.59,42.25,27.59,26.2,28.66,23.72,5734427,2756976,2977452,149.84,20.79,18.42,22.97,10.48,10.32,10.63,42.86,39.1,46.27,33.74,22.82,41.84,2.28,85.43,89.14,82.04,18.17,17.3,18.97,2.9,12.51,11.96,13.19,8.9,10.09,5.91,1.52,1.79,0.92,3.21,3.13,2.2,1.86,1.33,1.49,34.42,33.11,23.53,12.23,13.29,7.44,3.44,3.36,2.45,0.76,0.92,0.47,0.49,0.78,0.19,12.12,13.28,10.56,83.78,81.67,85.73,13.77,14.16,13.41,59.01,54.59,63.1,30.86,34.36,27.62,68.87,72.09,65.9,61.44,60.84,61.99,42.39,36.97,47.4,27.87,32.49,23.6,5.65,8.9,2.68,0.64,1.14,0.19,2.73,4.67,0.96,6.84,5.94,7.66,80.04,84.72,82.38,59.54,57.1,58.32,65.29,65.44,65.365,37.21,33.61,40.58,7.53,1.71,21.4,22171.5,25235.5,18152.3,34.7,17.1,538,32.8,21.2,25.4,17.3,20.5,18,22.8,13,19.8,6.7,86.5,34.8,34.7,34.9
12,"Lazio",2015,9.53,"Centro",10.71,8.45,36.62,45.13,28.87,23.05,29.51,16.27,6380130,3076569,3303561,150.85,21,18.61,23.23,10.81,10.71,10.9,3.89,3.08,4.62,33.39,20.92,42.7,2.24,86.21,89.83,82.9,18.08,17.44,18.66,2.9,11.82,11.48,12.26,9.17,10.18,6.08,1.52,1.75,0.96,3.46,3.25,2.42,2.34,1.62,1.82,36.85,33.95,24.82,12.83,13.65,7.55,3.54,3.41,2.45,0.82,1.01,0.47,0.46,0.73,0.2,12.28,13.94,10.2,81.95,78.94,84.74,15.22,15.54,14.94,62.84,56.88,68.36,32.12,36.24,28.31,67.87,72.9,63.22,65.17,65.41,64.95,43.88,38.27,49.06,27.35,32.45,22.65,5.78,9.19,2.65,0.71,1.49,0,2.35,4.2,0.66,7.86,6.52,9.08,80.11,84.47,82.29,57.85,57.41,57.63,65.08,65.78,65.43,38.36,34.19,42.25,7.57,1.8,21.3,21585.1,24579,17660.7,33.9,17,526,37.5,21.2,24.4,18.1,21.9,18,25.6,13.4,19.5,7.8,89.5,33,32.7,33.3
12,"Lazio",2016,8.58,"Centro",8.64,8.53,33.41,41.89,25.68,23.95,24.7,23.17,5767800,2778672,2989128,154.82,21.24,18.86,23.45,11,10.87,11.11,44.2,40.26,47.78,32.71,18.83,43.16,2.25,86.41,89.95,83.18,17.97,17.31,18.58,3,11.13,10.77,11.59,9.05,10.52,6.29,1.48,1.84,0.93,3.39,3.5,2.45,2.5,1.88,2.16,34.24,34,25.41,11.78,13.31,7.74,3.41,3.53,2.52,0.85,1.12,0.48,0.48,0.77,0.17,11.62,13.07,9.85,85.53,83.24,87.66,14.99,15.15,14.83,61.25,55.67,66.42,32.3,35.54,29.3,63.89,67.04,60.98,65.38,65.78,65.01,40.58,37.09,43.8,28.5,32.04,25.22,5.99,9.28,2.98,0.57,0.91,0.27,2.39,4.15,0.78,6.94,4.43,9.24,80.56,84.85,82.705,59.3,56.31,57.805,67.37,64.97,66.17,40.79,34.89,46.29,7.32,1.74,21.2,22252.2,25230.5,18343,35.3,16.9,525,42.4,21.2,24.4,18.3,25.1,22.8,27.2,14.4,20.9,8.4,85,37.5,39.1,36.1
